,my_id,pro_id,name,tags,dif,url
2960,2656,625E,Frog Fights,"data structures,greedy",2900,/problemset/problem/625/E
2961,2655,625D,Finals in arithmetic,"constructive algorithms,implementation,math",2400,/problemset/problem/625/D
2962,2654,625C,K-special Tables,"constructive algorithms,implementation",1300,/problemset/problem/625/C
2963,2653,625B,War of the Corporations,"constructive algorithms,greedy,strings",1300,/problemset/problem/625/B
2964,2652,625A,Guest From the Past,"implementation,math",1700,/problemset/problem/625/A
2965,2651,624B,Making a String,"greedy,sortings",1200,/problemset/problem/624/B
2966,2650,624A,Save Luke,math,900,/problemset/problem/624/A
2967,2649,623E,Transforming Sequence,"combinatorics,dp,fft,math",3300,/problemset/problem/623/E
2968,2648,623D,Birthday,"greedy,math,probabilities",2600,/problemset/problem/623/D
2969,2647,623C,Electric Charges,"binary search,dp",2800,/problemset/problem/623/C
2970,2646,623B,Array GCD,"dp,greedy,number theory",2400,/problemset/problem/623/B
2971,2645,623A,Graph and String,"constructive algorithms,graphs",1800,/problemset/problem/623/A
2972,2644,622F,The Sum of the k-th Powers,math,2600,/problemset/problem/622/F
2973,2643,622E,Ants in Leaves,"dfs and similar,greedy,sortings,trees",2300,/problemset/problem/622/E
2974,2642,622D,Optimal Number Permutation,constructive algorithms,1900,/problemset/problem/622/D
2975,2641,622C,Not Equal on a Segment,"data structures,implementation",1700,/problemset/problem/622/C
2976,2640,622B,The Time,implementation,1100,/problemset/problem/622/B
2977,2639,622A,Infinite Sequence,"implementation,math",1100,/problemset/problem/622/A
2978,2638,621E,Wet Shark and Blocks,"dp,matrices",2100,/problemset/problem/621/E
2979,2637,621D,Rat Kwesh and Cheese,"brute force,constructive algorithms,math",2200,/problemset/problem/621/D
2980,2636,621C,Wet Shark and Flowers,"combinatorics,math,number theory,probabilities",1700,/problemset/problem/621/C
2981,2635,621B,Wet Shark and Bishops,"combinatorics,implementation",1300,/problemset/problem/621/B
2982,2634,621A,Wet Shark and Odd and Even,implementation,1000,/problemset/problem/621/A
2983,2633,620F,Xors on Segments,data structures,2700,/problemset/problem/620/F
2984,2632,620E,New Year Tree,"bitmasks,data structures,trees",2100,/problemset/problem/620/E
2985,2631,620D,Professor GukiZ and Two Arrays,"binary search,two pointers",2200,/problemset/problem/620/D
2986,2630,620C,Pearls in a Row,greedy,1500,/problemset/problem/620/C
2987,2629,620B,Grandfather Dovlet’s calculator,implementation,1000,/problemset/problem/620/B
2988,2628,620A,Professor GukiZ's Robot,"implementation,math",1000,/problemset/problem/620/A
2989,2627,618G,Combining Slimes,"dp,math,matrices,probabilities",3300,/problemset/problem/618/G
2990,2626,618F,Double Knapsack,"constructive algorithms,two pointers",2900,/problemset/problem/618/F
2991,2625,618E,Robot Arm,"data structures,geometry",2500,/problemset/problem/618/E
2992,2624,618D,Hamiltonian Spanning Tree,"dfs and similar,dp,graph matchings,greedy,trees",2200,/problemset/problem/618/D
2993,2623,618C,Constellation,"geometry,implementation",1600,/problemset/problem/618/C
2994,2622,618B,Guess the Permutation,constructive algorithms,1200,/problemset/problem/618/B
2995,2621,618A,Slime Combining,implementation,900,/problemset/problem/618/A
2996,2620,617E,XOR and Favorite Number,data structures,2300,/problemset/problem/617/E
2997,2619,617D,Polyline,"constructive algorithms,implementation",1700,/problemset/problem/617/D
2998,2618,617C,Watering Flowers,implementation,1600,/problemset/problem/617/C
2999,2617,617B,Chocolate,combinatorics,1300,/problemset/problem/617/B
3000,2616,617A,Elephant,math,700,/problemset/problem/617/A
3001,2615,616F,Expensive Strings,"string suffix structures,strings",2700,/problemset/problem/616/F
3002,2614,616E,Sum of Remainders,"implementation,math,number theory",2200,/problemset/problem/616/E
3003,2613,616D,Longest k-Good Segment,"binary search,data structures,two pointers",1700,/problemset/problem/616/D
3004,2612,616C,The Labyrinth,dfs and similar,1600,/problemset/problem/616/C
3005,2611,616B,Dinner with Emma,"games,greedy",1100,/problemset/problem/616/B
3006,2610,616A,Comparing Two Long Integers,"implementation,strings",1200,/problemset/problem/616/A
3007,2609,615E,Hexagons,"binary search,implementation,math",2200,/problemset/problem/615/E
3008,2608,615D,Multipliers,"math,number theory",1900,/problemset/problem/615/D
3009,2607,615C,Running Track,"dp,greedy,strings,trees",1900,/problemset/problem/615/C
3010,2606,615B,Longtail Hedgehog,"dp,graphs",1600,/problemset/problem/615/B
3011,2605,615A,Bulbs,implementation,800,/problemset/problem/615/A
3012,2604,614B,Gena's Code,"implementation,math",1400,/problemset/problem/614/B
3013,2603,614A,Link/Cut Tree,"brute force,implementation",1500,/problemset/problem/614/A
3014,2602,613E,Puzzle Lover,"dp,hashing,strings",3200,/problemset/problem/613/E
3015,2601,613D,Kingdom and its Cities,"dfs and similar,divide and conquer,dp,graphs,sortings,trees",2800,/problemset/problem/613/D
3016,2600,613C,Necklace,"constructive algorithms,math",2800,/problemset/problem/613/C
3017,2599,613B,Skills,"binary search,brute force,dp,greedy,sortings,two pointers",2200,/problemset/problem/613/B
3018,2598,613A,Peter and Snow Blower,"binary search,geometry,ternary search",1900,/problemset/problem/613/A
3019,2597,612F,Simba on the Circle,dp,2600,/problemset/problem/612/F
3020,2596,612E,Square Root of Permutation,"combinatorics,constructive algorithms,dfs and similar,graphs,math",2200,/problemset/problem/612/E
3021,2595,612D,The Union of k-Segments,"greedy,sortings",1900,/problemset/problem/612/D
3022,2594,612C,Replace To Make Regular Bracket Sequence,"data structures,expression parsing,math",1500,/problemset/problem/612/C
3023,2593,612B,HDD is Outdated Technology,"implementation,math",1200,/problemset/problem/612/B
3024,2592,612A,The Text Splitting,"brute force,implementation,strings",1300,/problemset/problem/612/A
3025,2591,611H,New Year  and Forgotten Tree,"constructive algorithms,flows,graphs",3000,/problemset/problem/611/H
3026,2590,611G,New Year and Cake,"geometry,two pointers",2900,/problemset/problem/611/G
3027,2589,611F,New Year and Cleaning,"binary search,implementation",2500,/problemset/problem/611/F
3028,2588,611E,New Year and Three Musketeers,"data structures,greedy,sortings",2300,/problemset/problem/611/E
3029,2587,611D,New Year and Ancient Prophecy,"dp,hashing,strings",1900,/problemset/problem/611/D
3030,2586,611C,New Year and Domino,"dp,implementation",1500,/problemset/problem/611/C
3031,2585,611B,New Year and Old Property,"bitmasks,brute force,implementation",1300,/problemset/problem/611/B
3032,2584,611A,New Year and Days,implementation,900,/problemset/problem/611/A
3033,2583,610E,Alphabet Permutations,"data structures,strings",2700,/problemset/problem/610/E
3034,2582,610D,Vika and Segments,"constructive algorithms,data structures,geometry,two pointers",2300,/problemset/problem/610/D
3035,2581,610C,Harmony Analysis,constructive algorithms,1800,/problemset/problem/610/C
3036,2580,610B,Vika and Squares,"constructive algorithms,implementation",1300,/problemset/problem/610/B
3037,2579,610A,Pasha and Stick,"combinatorics,math",1000,/problemset/problem/610/A
3038,2578,609F,Frogs and mosquitoes,"data structures,greedy",2500,/problemset/problem/609/F
3039,2577,609E,Minimum spanning tree for each edge,"data structures,dfs and similar,dsu,graphs,trees",2100,/problemset/problem/609/E
3040,2576,609D,Gadgets for dollars and pounds,"binary search,greedy,two pointers",2000,/problemset/problem/609/D
3041,2575,609C,Load Balancing,"implementation,math",1500,/problemset/problem/609/C
3042,2574,609B,Книга - лучший подарок,"constructive algorithms,implementation",1100,/problemset/problem/609/B
3043,2573,609A,Флеш-карты,"greedy,implementation,sortings",800,/problemset/problem/609/A
3044,2572,608B,Hamming Distance Sum,"combinatorics,strings",1500,/problemset/problem/608/B
3045,2571,608A,Saitama Destroys Hotel,"implementation,math",1100,/problemset/problem/608/A
3046,2570,607E,Cross Sum,"binary search,geometry",3300,/problemset/problem/607/E
3047,2569,607D,Power Tree,"data structures,trees",2600,/problemset/problem/607/D
3048,2568,607C,Marbles,"hashing,strings",2600,/problemset/problem/607/C
3049,2567,607B,Zuma,dp,2000,/problemset/problem/607/B
3050,2566,607A,Chain Reaction,"binary search,dp",1600,/problemset/problem/607/A
3051,2565,606B,Testing Robots,implementation,1600,/problemset/problem/606/B
3052,2564,606A,Magic Spheres,implementation,1200,/problemset/problem/606/A
3053,2563,605E,Intergalaxy Trips,"probabilities,shortest paths",2600,/problemset/problem/605/E
3054,2562,605D,Board Game,"data structures,dfs and similar",2400,/problemset/problem/605/D
3055,2561,605C,Freelancer's Dreams,geometry,2500,/problemset/problem/605/C
3056,2560,605B,Lazy Student,"constructive algorithms,data structures,graphs",1800,/problemset/problem/605/B
3057,2559,605A,Sorting Railway Cars,"constructive algorithms,greedy",1600,/problemset/problem/605/A
3058,2558,604B,More Cowbell,"binary search,greedy",1400,/problemset/problem/604/B
3059,2557,604A,Uncowed Forces,implementation,1000,/problemset/problem/604/A
3060,2556,603E,Pastoral Oddities,"data structures,divide and conquer,dsu,math,trees",2900,/problemset/problem/603/E
3061,2555,603D,Ruminations on Ruminants,"geometry,math",2900,/problemset/problem/603/D
3062,2554,603C,Lieges of Legendre,"games,math",2300,/problemset/problem/603/C
3063,2553,603B,Moodular Arithmetic,"combinatorics,dfs and similar,dsu,math,number theory",2000,/problemset/problem/603/B
3064,2552,603A,Alternative Thinking,"dp,greedy,math",1600,/problemset/problem/603/A
3065,2551,602B,Approximating a Constant Range,"dp,implementation,two pointers",1400,/problemset/problem/602/B
3066,2550,602A,Two Bases,"brute force,implementation",1200,/problemset/problem/602/A
3067,2549,601E,A Museum Robbery,"data structures,dp",2800,/problemset/problem/601/E
3068,2548,601D,Acyclic Organic Compounds,"data structures,dfs and similar,dsu,hashing,strings,trees",2400,/problemset/problem/601/D
3069,2547,601C,Kleofáš and the n-thlon,"dp,math,probabilities",2400,/problemset/problem/601/C
3070,2546,601B,Lipshitz Sequence,"data structures,math",2200,/problemset/problem/601/B
3071,2545,601A,The Two Routes,"graphs,shortest paths",1600,/problemset/problem/601/A
3072,2544,600F,Edge coloring of bipartite graph,graphs,2900,/problemset/problem/600/F
3073,2543,600E,Lomsat gelral,"data structures,dfs and similar,dsu,trees",2300,/problemset/problem/600/E
3074,2542,600D,Area of Two Circles' Intersection,geometry,2000,/problemset/problem/600/D
3075,2541,600C,Make Palindrome,"constructive algorithms,greedy,strings",1800,/problemset/problem/600/C
3076,2540,600B,Queries about less or equal elements,"binary search,data structures,sortings,two pointers",1300,/problemset/problem/600/B
3077,2539,600A,Extract Numbers,"implementation,strings",1600,/problemset/problem/600/A
3078,2538,599E,Sandy and Nuts,"bitmasks,dp,trees",2100,/problemset/problem/599/E
3079,2537,599D,Spongebob and Squares,"brute force,math",1800,/problemset/problem/599/D
3080,2536,599C,Day at the Beach,sortings,1600,/problemset/problem/599/C
3081,2535,599B,Spongebob and Joke,implementation,1500,/problemset/problem/599/B
3082,2534,599A,Patrick and Shopping,implementation,800,/problemset/problem/599/A
3083,2533,598F,Cut Length,geometry,2900,/problemset/problem/598/F
3084,2532,598E,Chocolate Bar,"brute force,dp",2000,/problemset/problem/598/E
3085,2531,598D,Igor In the Museum,"dfs and similar,graphs,shortest paths",1700,/problemset/problem/598/D
3086,2530,598C,Nearest vectors,"geometry,sortings",2200,/problemset/problem/598/C
3087,2529,598B,Queries on a String,"implementation,strings",1400,/problemset/problem/598/B
3088,2528,598A,Tricky Sum,math,1000,/problemset/problem/598/A
3089,2527,597C,Subsequences,"data structures,dp",1900,/problemset/problem/597/C
3090,2526,597B,Restaurant,"dp,greedy,sortings",1600,/problemset/problem/597/B
3091,2525,597A,Divisibility,math,1600,/problemset/problem/597/A
3092,2524,596E,Wilbur and Strings,"dfs and similar,dp,graphs,strings",2900,/problemset/problem/596/E
3093,2523,596D,Wilbur and Trees,"dp,math,probabilities,sortings",2500,/problemset/problem/596/D
3094,2522,596C,Wilbur and Points,"combinatorics,greedy,sortings",1700,/problemset/problem/596/C
3095,2521,596B,Wilbur and Array,"greedy,implementation",1200,/problemset/problem/596/B
3096,2520,596A,Wilbur and Swimming Pool,"geometry,implementation",1200,/problemset/problem/596/A
3097,2519,595B,Pasha and Phone,"binary search,math",1600,/problemset/problem/595/B
3098,2518,595A,Vitaly and Night,"constructive algorithms,implementation",700,/problemset/problem/595/A
3099,2517,594E,Cutting the Line,"string suffix structures,strings",3200,/problemset/problem/594/E
3100,2516,594D,REQ,"data structures,number theory",2500,/problemset/problem/594/D
3101,2515,594C,Edo and Magnets,"brute force,greedy,implementation,two pointers",2700,/problemset/problem/594/C
3102,2514,594B,Max and Bike,"binary search,geometry",2400,/problemset/problem/594/B
3103,2513,594A,Warrior and Archer,games,2900,/problemset/problem/594/A
3104,2512,593E,Strange Calculation and Cats,"dp,matrices",2600,/problemset/problem/593/E
3105,2511,593D,Happy Tree Party,"data structures,dfs and similar,graphs,math,trees",2300,/problemset/problem/593/D
3106,2510,593C,Beautiful Function,"constructive algorithms,math",2700,/problemset/problem/593/C
3107,2509,593B,Anton and Lines,"geometry,sortings",1600,/problemset/problem/593/B
3108,2508,593A,2Char,"brute force,implementation",1200,/problemset/problem/593/A
3109,2507,592E,BCPC,"binary search,geometry,two pointers",2800,/problemset/problem/592/E
3110,2506,592D,Super M,"dfs and similar,dp,graphs,trees",2200,/problemset/problem/592/D
3111,2505,592C,The Big Race,math,1700,/problemset/problem/592/C
3112,2504,592B,The Monster and the Squirrel,math,1200,/problemset/problem/592/B
3113,2503,592A,PawnChess,implementation,1300,/problemset/problem/592/A
3114,2502,591B,Rebranding,"implementation,strings",1200,/problemset/problem/591/B
3115,2501,591A,Wizards' Duel,"implementation,math",900,/problemset/problem/591/A
3116,2500,590E,Birthday,"graph matchings,strings",3100,/problemset/problem/590/E
3117,2499,590D,Top Secret Task,dp,2300,/problemset/problem/590/D
3118,2498,590C,Three States,"dfs and similar,graphs,shortest paths",2200,/problemset/problem/590/C
3119,2497,590B,Chip 'n Dale Rescue Rangers,"binary search,geometry,math",2100,/problemset/problem/590/B
3120,2496,590A,Median Smoothing,implementation,1700,/problemset/problem/590/A
3121,2495,588B,Duff in Love,math,1400,/problemset/problem/588/B
3122,2494,588A,Duff and Meat,greedy,1000,/problemset/problem/588/A
3123,2493,587F,Duff is Mad,"data structures,strings",3000,/problemset/problem/587/F
3124,2492,587E,Duff as a Queen,data structures,2800,/problemset/problem/587/E
3125,2491,587D,Duff in Mafia,"2-sat,binary search",2900,/problemset/problem/587/D
3126,2490,587C,Duff in the Army,"data structures,trees",2200,/problemset/problem/587/C
3127,2489,587B,Duff in Beach,dp,2300,/problemset/problem/587/B
3128,2488,587A,Duff and Weight Lifting,greedy,1500,/problemset/problem/587/A
3129,2487,586B,Laurenty and Shop,implementation,1300,/problemset/problem/586/B
3130,2486,586A,Alena's Schedule,implementation,1100,/problemset/problem/586/A
3131,2485,585F,Digits of Number Pi,"dp,implementation,strings",3200,/problemset/problem/585/F
3132,2484,585E,Present for Vitalik the Philatelist,"combinatorics,math,number theory",2800,/problemset/problem/585/E
3133,2483,585D,Lizard Era: Beginning,meet-in-the-middle,2500,/problemset/problem/585/D
3134,2482,585C,"Alice, Bob, Oranges and Apples",number theory,2400,/problemset/problem/585/C
3135,2481,585B,Phillip and Trains,"dfs and similar,graphs,shortest paths",1800,/problemset/problem/585/B
3136,2480,585A,Gennady the Dentist,"brute force,implementation",1800,/problemset/problem/585/A
3137,2479,584E,Anton and Ira,"constructive algorithms,greedy,math",2400,/problemset/problem/584/E
3138,2478,584D,Dima and Lisa,"brute force,math,number theory",1700,/problemset/problem/584/D
3139,2477,584C,Marina and Vasya,"constructive algorithms,greedy,strings",1700,/problemset/problem/584/C
3140,2476,584B,Kolya and Tanya,combinatorics,1500,/problemset/problem/584/B
3141,2475,584A,Olesya and Rodion,math,1100,/problemset/problem/584/A
3142,2474,583B,Robot's Task,"greedy,implementation",1200,/problemset/problem/583/B
3143,2473,583A,Asphalting Roads,implementation,1000,/problemset/problem/583/A
3144,2472,582E,Boolean Function,"bitmasks,dp,expression parsing",2900,/problemset/problem/582/E
3145,2471,582D,Number of Binominal Coefficients,"dp,math,number theory",3100,/problemset/problem/582/D
3146,2470,582C,Superior Periodic Subarrays,number theory,2900,/problemset/problem/582/C
3147,2469,582B,Once Again...,"constructive algorithms,dp,matrices",2000,/problemset/problem/582/B
3148,2468,582A,GCD Table,"constructive algorithms,greedy,number theory",1700,/problemset/problem/582/A
3149,2467,581F,Zublicanes and Mumocrates,"dp,trees,two pointers",2600,/problemset/problem/581/F
3150,2466,581E,Kojiro and Furrari,"dp,greedy",2600,/problemset/problem/581/E
3151,2465,581D,Three Logos,"bitmasks,brute force,constructive algorithms,geometry,implementation,math",1700,/problemset/problem/581/D
3152,2464,581C,Developing Skills,"implementation,math,sortings",1400,/problemset/problem/581/C
3153,2463,581B,Luxurious Houses,"implementation,math",1200,/problemset/problem/581/B
3154,2462,581A,Vasya the Hipster,"implementation,math",700,/problemset/problem/581/A
3155,2461,580E,Kefa and Watch,"data structures,hashing,strings",2700,/problemset/problem/580/E
3156,2460,580D,Kefa and Dishes,"bitmasks,dp",1900,/problemset/problem/580/D
3157,2459,580C,Kefa and Park,"dfs and similar,graphs,trees",1500,/problemset/problem/580/C
3158,2458,580B,Kefa and Company,"binary search,sortings,two pointers",1500,/problemset/problem/580/B
3159,2457,580A,Kefa and First Steps,"brute force,dp,implementation",1000,/problemset/problem/580/A
3160,2456,579B,Finding Team Member,"brute force,implementation,sortings",1400,/problemset/problem/579/B
3161,2455,579A,Raising Bacteria,bitmasks,1000,/problemset/problem/579/A
3162,2454,578F,Mirror Box,"matrices,trees",3400,/problemset/problem/578/F
3163,2453,578E,Walking!,"constructive algorithms,greedy",2500,/problemset/problem/578/E
3164,2452,578D,LCS Again,"dp,greedy",2800,/problemset/problem/578/D
3165,2451,578C,Weakness and Poorness,ternary search,2100,/problemset/problem/578/C
3166,2450,578B,"""Or"" Game","brute force,greedy",1800,/problemset/problem/578/B
3167,2449,578A,A Problem about Polyline,"geometry,math",1700,/problemset/problem/578/A
3168,2448,577B,Modulo Sum,"combinatorics,data structures,dp,two pointers",1800,/problemset/problem/577/B
3169,2447,577A,Multiplication Table,"implementation,number theory",1100,/problemset/problem/577/A
3170,2446,576E,Painting Edges,"binary search,data structures",3200,/problemset/problem/576/E
3171,2445,576D,Flights for Regular Customers,"dp,matrices",2600,/problemset/problem/576/D
3172,2444,576C,Points on Plane,"constructive algorithms,divide and conquer,geometry,greedy,sortings",2300,/problemset/problem/576/C
3173,2443,576B,Invariance of Tree,"constructive algorithms,dfs and similar,greedy,trees",2300,/problemset/problem/576/B
3174,2442,576A,Vasya and Petya's Game,"math,number theory",1500,/problemset/problem/576/A
3175,2441,575I,Robots protection,data structures,3000,/problemset/problem/575/I
3176,2440,575H,Bots,"combinatorics,number theory",1800,/problemset/problem/575/H
3177,2439,575G,Run for beer,"dfs and similar,shortest paths",2400,/problemset/problem/575/G
3178,2438,575F,Bulbo,"dp,greedy",2200,/problemset/problem/575/F
3179,2437,575E,Spectator Riots,geometry,3200,/problemset/problem/575/E
3180,2436,575D,Tablecity,"constructive algorithms,implementation",1700,/problemset/problem/575/D
3181,2435,575C,Party,"bitmasks,brute force,graph matchings",2800,/problemset/problem/575/C
3182,2434,575B,Bribes,"dfs and similar,graphs,trees",2300,/problemset/problem/575/B
3183,2433,575A,Fibonotci,"data structures,math,matrices",2800,/problemset/problem/575/A
3184,2432,574B,Bear and Three Musketeers,"brute force,dfs and similar,graphs,hashing",1500,/problemset/problem/574/B
3185,2431,574A,Bear and Elections,"greedy,implementation",1200,/problemset/problem/574/A
3186,2430,573E,Bear and Bowling,"data structures,greedy",3100,/problemset/problem/573/E
3187,2429,573D,Bear and Cavalry,"data structures,divide and conquer,dp",2900,/problemset/problem/573/D
3188,2428,573C,Bear and Drawing,"constructive algorithms,dfs and similar,trees",2600,/problemset/problem/573/C
3189,2427,573B,Bear and Blocks,"binary search,data structures,dp,math",1800,/problemset/problem/573/B
3190,2426,573A,Bear and Poker,"implementation,math,number theory",1400,/problemset/problem/573/A
3191,2425,572B,Order Book,"data structures,greedy,implementation,sortings",1400,/problemset/problem/572/B
3192,2424,572A,Arrays,sortings,1000,/problemset/problem/572/A
3193,2423,571E,Geometric Progressions,math,3200,/problemset/problem/571/E
3194,2422,571D,Campus,"binary search,data structures,dsu,trees",3000,/problemset/problem/571/D
3195,2421,571C,CNF 2,"constructive algorithms,dfs and similar,graphs,greedy",2600,/problemset/problem/571/C
3196,2420,571B,Minimization,"dp,greedy,sortings",2300,/problemset/problem/571/B
3197,2419,571A,Lengthening Sticks,"combinatorics,implementation,math",2300,/problemset/problem/571/A
3198,2418,570E,Pig and Palindromes,"combinatorics,dp",2600,/problemset/problem/570/E
3199,2417,570D,Tree Requests,"binary search,bitmasks,constructive algorithms,dfs and similar,graphs,trees",2400,/problemset/problem/570/D
3200,2416,570C,Replacement,"constructive algorithms,data structures,implementation",1600,/problemset/problem/570/C
3201,2415,570B,Simple Game,"constructive algorithms,games,greedy,implementation,math",1300,/problemset/problem/570/B
3202,2414,570A,Elections,implementation,1200,/problemset/problem/570/A
3203,2413,569B,Inventory,"greedy,math",1200,/problemset/problem/569/B
3204,2412,569A,Music,"implementation,math",1500,/problemset/problem/569/A
3205,2411,568E,Longest Increasing Subsequence,"data structures,dp",3000,/problemset/problem/568/E
3206,2410,568D,Sign Posts,"brute force,geometry,math",2800,/problemset/problem/568/D
3207,2409,568C,New Language,"2-sat,greedy",2600,/problemset/problem/568/C
3208,2408,568B,Symmetric and Transitive,"combinatorics,dp,math",2100,/problemset/problem/568/B
3209,2407,568A,Primes or Palindromes?,"brute force,implementation,math,number theory",1700,/problemset/problem/568/A
3210,2406,567F,Mausoleum,dp,2700,/problemset/problem/567/F
3211,2405,567E,President and Roads,"dfs and similar,graphs,hashing,shortest paths",2600,/problemset/problem/567/E
3212,2404,567D,One-Dimensional Battle Ships,"binary search,data structures,greedy,sortings",1800,/problemset/problem/567/D
3213,2403,567C,Geometric Progression,"binary search,data structures,dp",1700,/problemset/problem/567/C
3214,2402,567B,Berland National Library,implementation,1300,/problemset/problem/567/B
3215,2401,567A,Lineland Mail,"greedy,implementation",1000,/problemset/problem/567/A
3216,2400,566G,Max and Min,geometry,2500,/problemset/problem/566/G
3217,2399,566F,Clique in the Divisibility Graph,"dp,math,number theory",1600,/problemset/problem/566/F
3218,2398,566E,Restoring Map,"bitmasks,constructive algorithms,trees",3200,/problemset/problem/566/E
3219,2397,566D,Restructuring Company,"data structures,dsu",1900,/problemset/problem/566/D
3220,2396,566C,Logistical Questions,"dfs and similar,divide and conquer,trees",3000,/problemset/problem/566/C
3221,2395,566B,Replicating Processes,"constructive algorithms,greedy",2600,/problemset/problem/566/B
3222,2394,566A,Matching Names,"dfs and similar,strings,trees",2300,/problemset/problem/566/A
3223,2393,560B,Gerald is into Art,"constructive algorithms,implementation",1300,/problemset/problem/560/B
3224,2392,560A,Currency System in Geraldion,"implementation,sortings",1100,/problemset/problem/560/A
3225,2391,559E,Gerald and Path,"dp,sortings",2900,/problemset/problem/559/E
3226,2390,559D,Randomizer,"combinatorics,geometry,probabilities",2800,/problemset/problem/559/D
3227,2389,559C,Gerald and Giant Chess,"combinatorics,dp,math,number theory",2500,/problemset/problem/559/C
3228,2388,559B,Equivalent Strings,"divide and conquer,hashing,sortings,strings",1800,/problemset/problem/559/B
3229,2387,559A,Gerald's Hexagon,"brute force,geometry,math",1600,/problemset/problem/559/A
3230,2386,558E,A Simple Task,"data structures,sortings,strings",2600,/problemset/problem/558/E
3231,2385,558D,Guess Your Way Out! II,"data structures,implementation,sortings",2500,/problemset/problem/558/D
3232,2384,558C,Amr and Chemistry,"brute force,graphs,greedy,math,shortest paths",2000,/problemset/problem/558/C
3233,2383,558B,Amr and The Large Array,implementation,1400,/problemset/problem/558/B
3234,2382,558A,Lala Land and Apple Trees,"brute force,implementation,sortings",1200,/problemset/problem/558/A
3235,2381,557E,Ann and Half-Palindrome,"data structures,dp,graphs,string suffix structures,strings,trees",2700,/problemset/problem/557/E
3236,2380,557D,Vitaly and Cycle,"combinatorics,dfs and similar,graphs,math",2300,/problemset/problem/557/D
3237,2379,557C,Arthur and Table,"brute force,data structures,dp,greedy,math,sortings",1900,/problemset/problem/557/C
3238,2378,557B,Pasha and Tea,"constructive algorithms,implementation,math,sortings",1500,/problemset/problem/557/B
3239,2377,557A,Ilya and Diplomas,"greedy,implementation,math",1200,/problemset/problem/557/A
3240,2376,556B,Case of Fake Numbers,"brute force,implementation",1100,/problemset/problem/556/B
3241,2375,556A,Case of the Zeros and Ones,greedy,1100,/problemset/problem/556/A
3242,2374,555E,Case of Computer Network,"dfs and similar,graphs,trees",2800,/problemset/problem/555/E
3243,2373,555D,Case of a Top Secret,"binary search,implementation,math",2500,/problemset/problem/555/D
3244,2372,555C,Case of Chocolate,data structures,2500,/problemset/problem/555/C
3245,2371,555B,Case of Fugitive,"data structures,greedy,sortings",2100,/problemset/problem/555/B
3246,2370,555A,Case of Matryoshkas,implementation,1500,/problemset/problem/555/A
3247,2369,554B,Ohana Cleans Up,"brute force,greedy,strings",1200,/problemset/problem/554/B
3248,2368,554A,Kyoya and Photobooks,"brute force,math,strings",900,/problemset/problem/554/A
3249,2367,553E,Kyoya and Train,"dp,fft,graphs,math,probabilities",3300,/problemset/problem/553/E
3250,2366,553D,Nudist Beach,"binary search,graphs,greedy",2300,/problemset/problem/553/D
3251,2365,553C,Love Triangles,"dfs and similar,dsu,graphs",2300,/problemset/problem/553/C
3252,2364,553B,Kyoya and Permutation,"binary search,combinatorics,constructive algorithms,greedy,implementation,math",2200,/problemset/problem/553/B
3253,2363,553A,Kyoya and Colored Balls,"combinatorics,dp,math",1700,/problemset/problem/553/A
3254,2362,552E,Vanya and Brackets,"brute force,dp,expression parsing,greedy,implementation,strings",2300,/problemset/problem/552/E
3255,2361,552D,Vanya and Triangles,"brute force,combinatorics,data structures,geometry,math,sortings",1900,/problemset/problem/552/D
3256,2360,552C,Vanya and Scales,"brute force,dp,greedy,math,meet-in-the-middle,number theory",1800,/problemset/problem/552/C
3257,2359,552B,Vanya and Books,"implementation,math",1300,/problemset/problem/552/B
3258,2358,552A,Vanya and Table,"implementation,math",1100,/problemset/problem/552/A
3259,2357,551E,GukiZ and GukiZiana,"binary search,data structures,implementation",2600,/problemset/problem/551/E
3260,2356,551D,GukiZ and Binary Operations,"combinatorics,implementation,math,matrices,number theory",2400,/problemset/problem/551/D
3261,2355,551C,GukiZ hates Boxes,"binary search,greedy",2200,/problemset/problem/551/C
3262,2354,551B,ZgukistringZ,"brute force,constructive algorithms,implementation,strings",1800,/problemset/problem/551/B
3263,2353,551A,GukiZ and Contest,"brute force,implementation,sortings",1000,/problemset/problem/551/A
3264,2352,550E,Brackets in Implications,"constructive algorithms,greedy,implementation,math",2300,/problemset/problem/550/E
3265,2351,550D,Regular Bridge,"constructive algorithms,graphs,implementation",2000,/problemset/problem/550/D
3266,2350,550C,Divisibility by Eight,"brute force,dp,math",1500,/problemset/problem/550/C
3267,2349,550B,Preparing Olympiad,"bitmasks,brute force",1500,/problemset/problem/550/B
3268,2348,550A,Two Substrings,"brute force,dp,greedy,implementation,strings",1500,/problemset/problem/550/A
3269,2347,549H,Degenerate Matrix,"binary search,math",2100,/problemset/problem/549/H
3270,2346,549G,Happy Line,"constructive algorithms,greedy,sortings",2200,/problemset/problem/549/G
3271,2345,549F,Yura and Developers,"data structures,divide and conquer",2700,/problemset/problem/549/F
3272,2344,549E,Sasha Circle,"geometry,math",3200,/problemset/problem/549/E
3273,2343,549D,Haar Features,"greedy,implementation",1800,/problemset/problem/549/D
3274,2342,549C,The Game Of Parity,games,2200,/problemset/problem/549/C
3275,2341,549B,Looksery Party,"constructive algorithms,dfs and similar,graphs,greedy",2300,/problemset/problem/549/B
3276,2340,549A,Face Detection,"implementation,strings",1000,/problemset/problem/549/A
